,Unnamed: 0,DR_NO,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON,year,month,hour,crime_type,theft,vehicular
122192,122192,202004614,230,19,Olympic,1113,0,5,ATTEMPTED ROBBERY,0342 0432 1310 0337 0345 1202,66,2,1,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,5,3RD                          ST,OLYMPIC                      BL,2540,3389,0,0,2,1,0,0
319868,319868,220513032,1200,4,Harbor,259,0,15,BURGLARY FROM VEHICLE,1307 0344 1402 1609,54,2,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,00    BERTH,BROADWAY,321,3775,2,7,12,0,0,1
309937,309937,210413883,1600,3,Hollenbeck,213,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,0,7,17,CONSTRUCTION SITE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,JESSE                        ST,MISSION                      RD,2396,4319,1,9,16,0,1,0
238367,238367,210216260,1240,1,Rampart,99,1,74,"BUNCO, PETTY THEFT",0701,37,0,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,75,1300 W  11TH                         ST,BROADWAY,2490,3863,1,5,12,0,1,0
402556,402556,222117288,1248,20,Topanga,1155,1,107,TRESPASSING,0344,62,2,1,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,108,19800    ARMINTA                      ST,BROADWAY,4161,926,2,11,12,0,0,0
214818,214818,210817673,1415,7,West LA,411,1,101,BATTERY WITH SEXUAL CONTACT,0500 0522,10,2,17,172,JUNIOR HIGH SCHOOL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,102,1600    SELBY                        AV,BROADWAY,2558,2217,1,11,14,0,0,0
59288,59288,201817165,250,17,Southeast,1000,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 0329 1814 2002 2021 1300,23,2,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,1600 E  97TH                         ST,BROADWAY,1512,4111,0,8,2,0,0,0
209318,209318,211911997,1300,18,Mission,1058,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,35,0,7,60,RESTAURANT/FAST FOOD,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,9700    WOODMAN                      AV,BROADWAY,4493,2096,1,7,13,0,0,0
506596,506596,230124446,2340,0,Central,23,0,22,"THEFT, PERSON",0346 0344 1822 0305,70,2,2,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,22,5TH,BROADWAY,2512,4066,3,10,23,0,1,0
327137,327137,221606053,1330,15,Foothill,887,1,110,VIOLATION OF RESTRAINING ORDER,2038,58,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,111,10100    GISH                         AV,BROADWAY,4545,3804,2,2,13,0,0,0
403829,403829,221304795,1125,12,Newton,690,0,56,VEHICLE - ATTEMPT STOLEN,0344 1309 1601 1612,32,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,2600    COMPTON                      AV,BROADWAY,2182,4102,2,0,11,0,0,1
491694,491694,230315803,1945,2,Southwest,135,0,4,ROBBERY,1822 0342 0355 0344,36,2,2,7,PARKING LOT,73,VERBAL THREAT,3,Invest Cont,4,5000    OBAMA                        BL,BROADWAY,2261,3063,3,7,19,1,0,0
292010,292010,210120476,2130,0,Central,38,0,22,"THEFT, PERSON",0344 1251 1822,16,2,12,161,PUBLIC RESTROOM(INDOORS-INSIDE),61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,22,700 S  FIGUEROA                     ST,BROADWAY,2514,3942,1,10,21,0,1,0
233844,233844,212105528,1900,20,Topanga,1175,1,130,OTHER MISCELLANEOUS CRIME,1402 1419 0906,33,2,18,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1,HAND GUN,4,Juv Arrest,131,6800    KELVIN                       AV,BROADWAY,3969,713,1,1,19,0,0,0
433845,433845,232015771,140,19,Olympic,1096,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,1402 1813 1243 0401 0400 2000,26,2,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,63,100 S  BERENDO                      ST,BROADWAY,2758,3631,2,8,1,1,0,0
172432,172432,211109119,1420,10,Northeast,626,1,60,BATTERY - SIMPLE ASSAULT,0400 0416 1822,37,2,7,166,DODGER STADIUM,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,1000    VIN SCULLY                   AV,BROADWAY,2755,4106,1,4,14,1,0,0
208972,208972,210116030,900,0,Central,18,1,26,THEFT OF IDENTITY,0100 0930 0935 1822,20,2,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,300 S  MAIN                         ST,BROADWAY,2512,4101,1,7,9,0,1,0
152824,152824,211518730,1700,14,N Hollywood,831,0,15,BURGLARY FROM VEHICLE,0344,51,0,10,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,10900    OTSEGO                       ST,BROADWAY,3657,2875,1,10,17,0,0,1
232438,232438,210813323,1700,7,West LA,411,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 1822 1202,86,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,10700    WILSHIRE                     BL,BROADWAY,2636,2199,1,6,17,0,0,0
80217,80217,200608606,1230,5,Hollywood,298,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0444 1814 2000 1414 0913,35,0,2,128,HOTEL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,1500 N  WESTERN                      AV,BROADWAY,3012,3481,0,0,12,1,0,0
173490,173490,211216089,600,11,77th Street,657,0,15,BURGLARY FROM VEHICLE,1609 0329 0344,49,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,7400 S  BROADWAY,BROADWAY,1753,3790,1,6,6,0,0,1
503452,503452,231210607,1245,11,77th Street,644,0,84,BRANDISH WEAPON,1402 0334 0443 0913 0602,39,2,7,126,SINGLE FAMILY DWELLING,73,VERBAL THREAT,0,Adult Arrest,85,600 W  59TH                         PL,BROADWAY,1891,3729,3,3,12,1,0,0
294592,294592,210710053,1610,6,Wilshire,348,1,60,BATTERY - SIMPLE ASSAULT,0444 1822,59,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,1200 S  CLOVERDALE                   AV,BROADWAY,2555,3074,1,5,16,1,0,0
135275,135275,201712490,1525,16,Devonshire,961,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 0216 0919 1312 1309 1822,24,2,12,0,STREET,55,VEHICLE,3,Invest Cont,6,WILBUR                       AV,LASSEN                       ST,4529,1127,0,7,15,0,0,0
523253,523253,231016268,1141,9,West Valley,512,1,26,THEFT OF IDENTITY,1822 0930,28,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,8200    WOODLEY                      AV,BROADWAY,4219,1736,3,9,11,0,1,0
358688,358688,220126526,2300,0,Central,14,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 1822 0329,31,2,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,100 S  FIGUEROA                     ST,BROADWAY,2600,4033,2,11,23,0,0,0
11424,11424,200310895,1725,2,Southwest,136,1,61,OTHER ASSAULT,1822 1309 0356,36,2,12,104,GAS STATION,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,62,3600    CRENSHAW                     BL,BROADWAY,2222,3222,0,4,17,1,0,0
230029,230029,210401076,1940,3,Hollenbeck,179,0,12,SHOTS FIRED AT INHABITED DWELLING,1407 1100,65,2,7,126,SINGLE FAMILY DWELLING,5,UNKNOWN FIREARM,3,Invest Cont,12,2000    DALY                         ST,BROADWAY,2707,4371,1,8,19,1,0,0
200418,200418,211915366,2200,18,Mission,1025,0,15,BURGLARY FROM VEHICLE,0344 1822 1307,32,2,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,14300    TYLER                        ST,BROADWAY,5193,2120,1,9,22,0,0,1
135600,135600,201315914,100,12,Newton,687,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448 0419 0446,32,0,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,41ST                         PL,SAN PEDRO                    ST,2113,3874,0,7,1,1,0,0
376455,376455,220511540,720,4,Harbor,239,1,110,VIOLATION OF RESTRAINING ORDER,2038 0913 1202 0602 0554,68,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,111,1600 N  AVALON                       BL,BROADWAY,683,3879,2,6,7,0,0,0
460169,460169,221500613,2250,14,N Hollywood,793,0,12,SHOTS FIRED AT INHABITED DWELLING,1402 1822,32,2,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5,UNKNOWN FIREARM,3,Invest Cont,12,7200    VINELAND                     AV,BROADWAY,4056,2828,2,1,22,1,0,0
95123,95123,202000771,2130,19,Olympic,1104,0,53,BIKE - STOLEN,1251 0344 1822 0397 1402,29,2,12,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,54,3400 W  6TH                          ST,BROADWAY,2667,3607,0,11,21,0,1,0
258270,258270,211505030,2330,14,N Hollywood,790,1,60,BATTERY - SIMPLE ASSAULT,0400 0416 0446,36,2,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,6600    LAUREL CANYON                BL,BROADWAY,4034,2571,1,0,23,1,0,0
518439,518439,232111434,1350,20,Topanga,1174,0,4,ROBBERY,1822 0945 0325 0352 0401,41,2,18,112,DEPARTMENT STORE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,4,21500    VICTORY                      BL,BROADWAY,3912,580,3,6,13,1,0,0
593709,593709,231316636,1,12,Newton,698,1,26,THEFT OF IDENTITY,0100,35,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,4600 S  CENTRAL                      AV,BROADWAY,2049,4008,3,8,0,0,1,0
185483,185483,212004809,1655,19,Olympic,1101,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 0216,26,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,500 S  SERRANO                      AV,BROADWAY,2666,3507,1,0,16,0,0,1
244764,244764,211610464,1000,15,Foothill,891,0,15,BURGLARY FROM VEHICLE,1822 0344,36,2,7,63,WAREHOUSE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,9900    GLENOAKS                     BL,BROADWAY,4528,2696,1,7,10,0,0,1
146341,146341,212010239,1,19,Olympic,1097,0,13,BURGLARY,1822 0359,66,2,7,71,PUBLIC STORAGE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,3600    BEVERLY                      BL,BROADWAY,2784,3703,0,9,0,0,1,0
617919,617919,230415647,1300,3,Hollenbeck,214,1,130,OTHER MISCELLANEOUS CRIME,1501,30,2,2,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,131,2300    WHITTIER                     BL,BROADWAY,2380,4404,3,11,13,0,0,0
69765,69765,201816325,1515,17,Southeast,995,0,84,BRANDISH WEAPON,0417 0334 0432 0910 0416 1822,55,2,7,208,MTA BUS,25,KNIFE WITH BLADE 6INCHES OR LESS,1,Adult Other,85,CENTRAL,90TH                         ST,1578,4009,0,7,15,1,0,0
317518,317518,221010952,1930,9,West Valley,530,0,9,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 1414 1276 0913 1814 0400 0444 1813,21,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,9,19100    VICTORY                      BL,BROADWAY,3897,1084,2,5,19,1,0,0
334847,334847,221900678,1250,18,Mission,1025,0,5,ATTEMPTED ROBBERY,1822 1402,28,2,18,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,5,BORDEN                       AV,ROXFORD                      ST,5229,1967,2,5,12,1,0,0
648329,648329,230215287,1,1,Rampart,100,1,126,EXTORTION,0342 0906 1822 0337,45,2,7,102,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),73,VERBAL THREAT,3,Invest Cont,127,1300    VENICE                       BL,BROADWAY,2460,3753,3,7,0,0,0,0
50095,50095,201304795,130,12,Newton,673,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,22,2,2,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,400 E  WASHINGTON                   BL,BROADWAY,2327,3959,0,0,1,0,1,0
72670,72670,201913005,2030,18,Mission,1037,1,110,VIOLATION OF RESTRAINING ORDER,2038 0561,52,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,111,12600    GLENOAKS                     BL,BROADWAY,5017,2185,0,7,20,0,0,0
125225,125225,202107387,200,20,Topanga,1163,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,42,0,7,2,ALLEY,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,20100    SHERMAN                      WY,BROADWAY,4076,888,0,2,2,0,0,1
284378,284378,220906339,1200,8,Van Nuys,456,1,26,THEFT OF IDENTITY,1216 1822 0930,38,2,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,6800    KESTER                       AV,BROADWAY,3970,1999,1,11,12,0,1,0
63282,63282,201223608,1900,11,77th Street,663,1,112,CONTEMPT OF COURT,0913,38,2,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,113,100 E  81ST                         ST,BROADWAY,1693,3834,0,9,19,0,0,0
92893,92893,201814931,713,17,Southeast,998,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 1906,19,2,7,126,SINGLE FAMILY DWELLING,73,VERBAL THREAT,1,Adult Other,123,200 E  99TH                         ST,BROADWAY,1497,3856,0,7,7,0,0,0
621742,621742,230500897,1810,4,Harbor,237,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1202 0416 0432 1402 2004,60,2,17,1,SIDEWALK,50,BLUNT INSTRUMENT,1,Adult Other,6,25800    VERMONT                      AV,BROADWAY,632,3640,3,10,18,0,0,0
661688,661688,241605995,1330,15,Foothill,865,1,110,VIOLATION OF RESTRAINING ORDER,2038 0913,39,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,111,10700    HADDON                       AV,BROADWAY,4678,2245,4,2,13,0,0,0
373453,373453,220408727,1355,3,Hollenbeck,217,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,1258 0446 0421,11,0,7,172,JUNIOR HIGH SCHOOL,73,VERBAL THREAT,5,Juv Other,123,700 S  INDIANA                      ST,BROADWAY,2279,4617,2,4,13,0,0,0
143505,143505,201006635,215,9,West Valley,527,1,130,OTHER MISCELLANEOUS CRIME,1300 0913 1402 2004 0561,45,0,7,159,GARAGE/CARPORT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,131,6900    HASKELL                      AV,BROADWAY,3988,1824,0,2,2,0,0,0
201982,201982,211311393,200,12,Newton,705,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0416 1822 1218 0906,28,2,7,0,STREET,60,PIPE/METAL PIPE,3,Invest Cont,6,SLAUSON                      ST,HOLMES                       AV,1923,4161,1,5,2,0,0,0
665605,665605,240905330,1300,8,Van Nuys,482,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,42,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,14800    MAGNOLIA                     BL,BROADWAY,3715,1987,4,1,13,0,1,0
287199,287199,210412418,900,3,Hollenbeck,214,0,9,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0408 0416 0913,18,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,9,900 S  BREED                        ST,BROADWAY,2376,4401,1,8,9,1,0,0
190285,190285,220206043,900,1,Rampart,68,1,26,THEFT OF IDENTITY,0930 1817 0100,59,2,10,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,100 S  RENO                         ST,BROADWAY,2730,3750,1,11,9,0,1,0
179847,179847,210512530,2215,4,Harbor,263,1,60,BATTERY - SIMPLE ASSAULT,0400 0361 0913,47,2,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,61,500 W  14TH                         ST,BROADWAY,192,3694,1,7,22,1,0,0
291295,291295,242106991,100,20,Topanga,1188,1,26,THEFT OF IDENTITY,0377 0928,49,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,5400    QUAKERTOWN                   AV,BROADWAY,3712,880,1,0,1,0,1,0
600089,600089,230914270,1947,8,Van Nuys,475,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,46,2,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,5700 N  SEPULVEDA                    BL,BROADWAY,3771,1912,3,6,19,0,1,0
301803,301803,212113415,1,20,Topanga,1151,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352,52,2,12,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,20600    CANTARA                      ST,BROADWAY,4220,740,1,5,0,0,0,0
44947,44947,211504917,1428,14,N Hollywood,813,1,26,THEFT OF IDENTITY,0377 0922,44,2,17,149,AUTOMATED TELLER MACHINE (ATM),61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,12300    HATTERAS                     ST,BROADWAY,3784,2562,0,11,14,0,1,0
549641,549641,231515633,1530,14,N Hollywood,808,1,60,BATTERY - SIMPLE ASSAULT,1259 0913 0400 0416,12,0,7,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,6100    LAUREL CANYON                BL,BROADWAY,3845,2608,3,8,15,1,0,0
76933,76933,201416046,800,13,Pacific,782,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,29,2,17,62,TRANSPORTATION FACILITY (AIRPORT),61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,200    WORLD WAY,BROADWAY,1484,2540,0,7,8,0,0,0
364628,364628,220317882,2030,2,Southwest,157,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 0302 0334 1822,41,3,18,0,STREET,8,SEMI-AUTOMATIC PISTOL,3,Invest Cont,6,43RD                         ST,WESTERN                      AV,2086,3484,2,8,20,0,0,0
340439,340439,220806023,2142,7,West LA,424,0,40,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,38,2,7,112,DEPARTMENT STORE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,41,11800    SANTA MONICA                 BL,BROADWAY,2459,1991,2,1,21,0,1,0
631909,631909,230605052,800,5,Hollywood,297,0,38,THEFT PLAIN - PETTY ($950 & UNDER),1822 1300 0344,18,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,SELMA,VINE,3029,3306,3,0,8,0,1,0
180689,180689,210710076,1100,6,Wilshire,357,0,13,BURGLARY,0344,36,2,7,118,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,1400 S  POINT VIEW                   ST,BROADWAY,2548,2872,1,5,11,0,1,0
542747,542747,230317047,1325,2,Southwest,123,0,53,BIKE - STOLEN,0344 1251 1822 0216,19,0,17,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,54,800 W  28TH                         ST,BROADWAY,2309,3762,3,8,13,0,1,0
574823,574823,230510661,600,4,Harbor,229,1,26,THEFT OF IDENTITY,0922,26,0,12,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,1500 W  208TH                        ST,BROADWAY,920,3531,3,6,6,0,1,0
350069,350069,221518100,1100,14,N Hollywood,823,1,60,BATTERY - SIMPLE ASSAULT,0448 0429 0417 1259 1251,13,0,7,173,HIGH SCHOOL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,5200    COLFAX                       AV,BROADWAY,3680,2652,2,11,11,1,0,0
203392,203392,210315427,1430,2,Southwest,145,1,60,BATTERY - SIMPLE ASSAULT,1822 0400 0416 0417,47,2,7,112,DEPARTMENT STORE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,4000    CRENSHAW                     BL,BROADWAY,2157,3170,1,8,14,1,0,0
634979,634979,230713881,1530,6,Wilshire,338,0,15,BURGLARY FROM VEHICLE,1402 1300 1609 0344,49,2,12,8,PARK/PLAYGROUND,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,600 S  FAIRFAX                      AV,BROADWAY,2696,2911,3,7,15,0,0,1
315439,315439,221905839,600,18,Mission,1070,0,15,BURGLARY FROM VEHICLE,0344 1302,44,2,7,110,MARKET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,9000    WOODMAN                      AV,BROADWAY,4371,2137,2,1,6,0,0,1
407595,407595,222009018,800,19,Olympic,1089,1,66,DOCUMENT FORGERY / STOLEN FELONY,0100 0923 1822,35,2,17,146,BANK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,67,WILSHIRE,HOBART,2830,3505,2,2,8,0,0,0
265998,265998,211604139,1420,15,Foothill,883,1,60,BATTERY - SIMPLE ASSAULT,1202 0416 0400 0913,62,2,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,10500    ART                          ST,BROADWAY,4515,2923,1,0,14,1,0,0
100256,100256,200917014,1200,8,Van Nuys,468,1,26,THEFT OF IDENTITY,0930 1822,23,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,14600    FRIAR                        ST,BROADWAY,3888,2042,0,9,12,0,1,0
576795,576795,231804358,1630,17,Southeast,990,0,13,BURGLARY,1822 1601 1607 0321 0329,94,3,18,156,ELEMENTARY SCHOOL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,8800    BARING CROSS                 ST,BROADWAY,1611,3679,3,0,16,0,1,0
205082,205082,210314243,1700,2,Southwest,127,0,13,BURGLARY,0329 0344 1402 1610 1822,18,3,18,60,RESTAURANT/FAST FOOD,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,2800    CRENSHAW                     BL,BROADWAY,2309,3195,1,7,17,0,1,0
629335,629335,231717732,2000,16,Devonshire,924,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,63,2,5,3,DRIVEWAY,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,19400    PINE VALLEY                  AV,BROADWAY,4872,1013,3,9,20,0,0,1
258214,258214,211611171,1230,15,Foothill,899,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0344 1300 1307,26,0,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,8600    SUNLAND                      BL,BROADWAY,4338,2846,1,8,12,0,0,0
107744,107744,200708618,1310,6,Wilshire,360,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0325 1309 0326 1501,22,0,7,112,DEPARTMENT STORE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,1300 S  LA BREA                      AV,BROADWAY,2532,3131,0,3,13,0,1,0
205609,205609,210714548,1100,6,Wilshire,317,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,25,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,900 N  CROFT                        AV,BROADWAY,2901,2830,1,9,11,0,0,1
